Japonais kanji,Japonais simple,Français,Topic,Section,Niveau
建設,けんせつ,la construction / le bâtiment (industrie),T9,aucune,A2/B1
(工場),こうじょう,l'usine,T9,aucune,A2/B1
(行動),こうどう,le comportement / les agissements,T9,aucune,A2/B1
広報,こうほう,les relations publiques,T9,aucune,A2/B1
(～様),さま,"suffixe honorifique (surtout utilisé dans le monde du travail, dans l'administration et envers les clients)",T9,aucune,A2/B1
支社,ししゃ,la filiale,T9,aucune,A2/B1
システム,システム,le système,T9,aucune,A2/B1
質問(します),しつもん(します),la question (poser une question),T9,aucune,A2/B1
社員,しゃいん,l'employé d'entreprise,T9,aucune,A2/B1
就活,しゅうかつ,la recherche d'emploi,T9,aucune,A2/B1
就職,しゅうしょく,la prise de poste/d'emploi,T9,aucune,A2/B1
上司,じょうし,le supérieur hiérarchique,T9,aucune,A2/B1
少々,しょうしょう,"un peu (formel, équivalent de 少し)",T9,aucune,A2/B1
食品,しょくひん,le produit alimentaire,T9,aucune,A2/B1
しりょう,しりょう,le document,T9,aucune,A2/B1
信頼(します),しんらい(します),la confiance,T9,aucune,A2/B1
世界,せかい,le monde,T9,aucune,A2/B1
総務,そうむ,les affaires générales / l'administration générale,T9,aucune,A2/B1
総務課,そうむか,la section des affaires générales,T9,aucune,A2/B1
ソフトウェア,ソフトウェア,le logiciel,T9,aucune,A2/B1
体力,たいりょく,la force physique / l'énergie,T9,aucune,A2/B1
たしか(な),たしか(な),sûr(e) / certain(e),T9,aucune,A2/B1
助け合います,たすけあいます,s'entraider,T9,aucune,A2/B1
(ただ今),ただいま,tout de suite / actuellement,T9,aucune,A2/B1
担当(します),たんとう(します),la charge (être chargé de / avoir la charge de),T9,aucune,A2/B1
つごう,つごう,les disponibilités / les convenances,T9,aucune,A2/B1
ていねい(な),ていねい(な),poli / propre,T9,aucune,A2/B1
同僚,どうりょう,le(la) collègue de travail,T9,aucune,A2/B1
(通します),とおします,faire passer / passer par (un intermédiaire),T9,aucune,A2/B1
とくい,とくい,fort(e) / doué(e),T9,aucune,A2/B1
どの,どの,quel ~ ? (plus de deux choix),T9,aucune,A2/B1
とりつぎます,とりつぎます,annoncer quelqu'un / servir d'intermédiaire,T9,aucune,A2/B1
パートタイム,パートタイム,le travail à temps partiel,T9,aucune,A2/B1
はじめに,はじめに,pour commencer,T9,aucune,A2/B1
話し合います,はなしあいます,"discuter, parler",T9,aucune,A2/B1
ひきます(かぜを),ひきます(かぜを),attraper (un rhume),T9,aucune,A2/B1
ひしょ,ひしょ,le(la) secrétaire,T9,aucune,A2/B1
～部,ぶ,section de ~ (dans l'entreprise) / club de ~ (à l'école),T9,aucune,A2/B1
服そう,ふくそう,l'habit,T9,aucune,A2/B1
物流,ぶつりゅう,"la distribution (par exemple, de produits)",T9,aucune,A2/B1
フリーランス,フリーランス,le freelance,T9,aucune,A2/B1
ふんいき,ふんいき,l'atmosphère / l'ambiance,T9,aucune,A2/B1
ほう,ほう,Oh (quand on est impressionné),T9,aucune,A2/B1
報告(します),ほうこく(します),le rapport (rapporter),T9,aucune,A2/B1
募集(します),ぼしゅう(します),le recrutement (recruter),T9,aucune,A2/B1
まいります,まいります,"se rendre, aller (langage de modestie : sujet à la première personne)",T9,aucune,A2/B1
村田／村田さん,むらた/むらたさん,Murata / Monsieur (Madame) Murata,T9,aucune,A2/B1
もとめます,もとめます,"demander, exiger / rechercher",T9,aucune,A2/B1
輸出(します),ゆしゅつ(します),l'exportation (exporter),T9,aucune,A2/B1
輸入(します),ゆにゅう(します),l'importation (importer),T9,aucune,A2/B1
ヨーロッパ,ヨーロッパ,l'Europe,T9,aucune,A2/B1
よろしく,よろしく,je compte sur vous,T9,aucune,A2/B1
ラグビー部,ラグビーぶ,le club de rugby (au collège ou au lycée),T9,aucune,A2/B1
連絡(します),れんらく(します),le contact (contacter),T9,aucune,A2/B1
知り合う,しりあう,faire connaissance,T1,準備,B1
機会,きかい,opportunité / occasion,T1,準備,B1
話しかける,はなしかける,s'adresser à,T1,準備,B1
場面,ばめん,scène / situation,T1,準備,B1
空いている,あいている,vide,T1,準備,B1
興味を持つ,きょうみをもつ,avoir un centre d'intérêt,T1,準備,B1
ヨガ,ヨガ,yoga,T1,準備,B1
スポーツクラブ,スポーツクラブ,club de sports,T1,準備,B1
休日,きゅうじつ,jour férié / jour de repos,T1,準備,B1
ルーブル,ルーブル,Le Louvre,T1,準備,B1
エルミタージュ,エルミタージュ,l'Ermitage,T1,準備,B1
将来,しょうらい,(le) futur,T1,準備,B1
夢,ゆめ,rêve,T1,準備,B1
定年退職する,ていねんたいしょくする,prendre sa retraite,T1,準備,B1
はまっている,はまっている,être fan de / adorer,T1,準備,B1
シチュー,シチュー,stew (ragoût),T1,準備,B1
ネット,ネット,Internet,T1,準備,B1
美術館めぐり,びじゅつかんめぐり,visiter des musées,T1,準備,B1
ごろごろする,ごろごろする,se prélasser,T1,準備,B1
語学,ごがく,les langues étrangères,T1,準備,B1
希望,きぼう,espoir / désir / souhait,T1,準備,B1
交流会,こうりゅうかい,rencontre (interculturelle),T1,準備,B1
沖縄,おきなわ,Okinawa,T1,準備,B1
いて座,いてざ,sagittaire,T1,準備,B1
B型,ビーがた,groupe sanguin B,T1,準備,B1
職業,しょくぎょう,profession,T1,準備,B1
出身,しゅっしん,ville / région d'origine,T1,準備,B1
ニックネーム,ニックネーム,surnom,T1,準備,B1
性格,せいかく,caractère,T1,準備,B1
星座,せいざ,signe astrologique,T1,準備,B1
血液型,けつえきがた,groupe sanguin,T1,準備,B1
交流する,こうりゅうする,rencontrer (des étrangers),T1,PART1,B1
おしゃべりサークル,おしゃべりサークル,club de conversation,T1,PART1,B1
参加者,さんかしゃ,participant,T1,PART1,B1
自己紹介,じこしょうかい,présentation de soi-même,T1,PART1,B1
職業,しょくぎょう,profession,T1,PART1,B1
順番に,じゅんばんに,l'un après l'autre,T1,PART1,B1
興味を持つ,きょうみをもつ,avoir un centre d'intérêt,T1,PART1,B1
希望,きぼう,espoir / désir / souhait,T1,PART1,B1
抱負,ほうふ,projets / espoirs,T1,PART1,B1
描く,かく,dessiner,T1,PART1,B1
スケッチ,スケッチ,croquis,T1,PART1,B1
世話をする,せわをする,s'occuper de,T1,PART1,B1
社交的な,しゃこうてきな,sociable,T1,PART1,B1
広告代理店,こうこくだいりてん,agence de publicité,T1,PART1,B1
性格,せいかく,caractère,T1,PART1,B1
勤める,つとめる,travailler (pour une entreprise),T1,PART1,B1
定年退職する,ていねんたいしょくする,prendre sa retraite,T1,PART1,B1
週末,しゅうまつ,week-end,T1,PART1,B1
たいてい,たいてい,en général / dans l'ensemble,T1,PART1,B1
語学学校,ごがくがっこう,école de langue,T1,PART1,B1
専業主婦,せんぎょうしゅふ,femme au foyer,T1,PART1,B1
アマチュアオーケストラ,アマチュアオーケストラ,orchestre amateur,T1,PART1,B1
～に向いている,～にむいている,être fait pour〜,T1,PART1,B1
わりと,わりと,plutôt,T1,PART1,B1
緊張する,きんちょうする,avoir le trac,T1,PART1,B1
健康,けんこう,santé,T1,PART1,B1
留学中,りゅうがくちゅう,être en échange étudiant,T1,PART1,B1
～の関係で,～のかんけいで,à cause de〜,T1,PART1,B1
赴任する,ふにんする,être muté,T1,PART1,B1
インター,インター,école internationale,T1,PART1,B1
プリント,プリント,polycopié / document (de cours),T1,PART1,B1
苦労する,くろうする,trouver (qqch) difficile,T1,PART1,B1
定年後,ていねんご,à la retraite,T1,PART1,B1
海外,かいがい,à l'étranger,T1,PART1,B1
ゆっくりする,ゆっくりする,mener une vie tranquille,T1,PART1,B1
現在,げんざい,actuellement,T1,PART1,B1
二人暮らし,ふたりぐらし,vie à deux,T1,PART1,B1
食事会,しょくじかい,repas (festif),T1,PART1,B1
集まり,あつまり,réunion (non professionnelle),T1,PART1,B1
今回,こんかい,cette fois-ci,T1,PART1,B1
参加する,さんかする,participer,T1,PART1,B1
コマーシャル,コマーシャル,publicité,T1,PART1,B1
話しかける,はなしかける,s'adresser à,T1,PART2,B1
シドニー,シドニー,Sydney,T1,PART2,B1
スポーツクラブ,スポーツクラブ,club de sports,T1,PART2,B1
オーストラリア,オーストラリア,Australie,T1,PART2,B1
日本文化センター,にほんぶんかセンター,centre culturel japonais,T1,PART2,B1
主婦,しゅふ,femme au foyer,T1,PART2,B1
携帯,けいたい,téléphone portable,T1,PART2,B1
びっくり,びっくり,surpris,T1,PART2,B1
ヨガクラス,ヨガクラス,cours de yoga,T1,PART2,B1
お宅,おたく,chez vous (chez toi),T1,PART2,B1
マンション,マンション,appartement / immeuble (de standing),T1,PART2,B1
転勤,てんきん,changer de travail,T1,PART2,B1
興味がある,きょうみがある,être intéressé,T1,PART2,B1
週に,しゅうに,par semaine,T1,PART2,B1
和太鼓,わだいこ,tambour japonais,T1,PART2,B1
話し相手,はなしあいて,personne à qui parler,T1,PART2,B1
チャンス,チャンス,occasion / chance,T1,PART2,B1
メールアドレス,メールアドレス,adresse électronique,T1,PART2,B1
ジム,ジム,gymnase / club de gym,T1,PART2,B1
参加する,さんかする,participer,T1,PART2,B1
クッキー,クッキー,biscuit,T1,PART2,B1
サウナ,サウナ,sauna,T1,PART2,B1
シャンプー,シャンプー,shampooing,T1,PART2,B1
サンプル,サンプル,échantillon,T1,PART2,B1
きっかけ,きっかけ,occasion / déclencheur,T1,PART2,B1
誘う,さそう,inviter,T1,PART2,B1
以前,いぜん,avant,T1,PART2,B1
さしつかえなければ,さしつかえなければ,si ça ne vous (te) dérange pas,T1,PART2,B1
交換する,こうかんする,échanger,T1,PART2,B1
情報,じょうほう,information,T1,PART2,B1
別れ,わかれ,se quitter,T1,PART2,B1
くわしく,くわしく,détaillé(e),T1,PART2,B1
観光地,かんこうち,site touristique,T1,PART2,B1
ガイドブック,ガイドブック,guide de voyage (livre),T1,PART2,B1
長距離,ちょうきょり,à longue distance,T1,PART2,B1
向かい,むかい,en face,T1,PART2,B1
おしゃべりする,おしゃべりする,discuter,T1,PART2,B1
国際交流基金,こくさいこうりゅうききん,Fondation du Japon,T1,PART2,B1
センター,センター,centre (ex : centre culturel),T1,PART2,B1
ほとんど～ない,ほとんど～ない,pratiquement～ pas,T1,PART2,B1
おしゃべりする,おしゃべりする,discuter,T1,PART3,B1
交流会,こうりゅうかい,rencontre (interculturelle),T1,PART3,B1
参加する,さんかする,participer,T1,PART3,B1
おしゃべりサークル,おしゃべりサークル,club de conversation,T1,PART3,B1
自己紹介,じこしょうかい,présentation de soi-même,T1,PART3,B1
司会,しかい,animateur (d'une réunion),T1,PART3,B1
きっかけ,きっかけ,prétexte / cause directe,T1,PART3,B1
希望,きぼう,espoir / désir / souhait,T1,PART3,B1
抱負,ほうふ,projets / espoirs,T1,PART3,B1
経験,けいけん,expérience,T1,PART3,B1
自己PR,じこピーアール,auto promotion,T1,PART3,B1
日系企業,にっけいきぎょう,entreprise japonaise,T1,PART3,B1
輸出関係,ゆしゅつかんけい,lié(e) à l'exportation,T1,PART3,B1
スタッフ,スタッフ,personnel / équipe,T1,PART3,B1
食べ歩き,たべあるき,tourisme gastronomique,T1,PART3,B1
おしゃべり,おしゃべり,discussion,T1,PART3,B1
どんどん,どんどん,de plus en plus,T1,PART3,B1
話しかける,はなしかける,parler à,T1,PART3,B1
～のおかげで,～のおかげで,grâce à〜,T1,PART3,B1
～つもりで,～つもりで,comme si～,T1,PART3,B1
気軽に,きがるに,sans manières,T1,PART4,B1
フォローする,フォローする,être un follower,T1,PART4,B1
Twitter,ツイッター,Twitter,T1,PART4,B1
SNS,エスエヌエス,réseaux sociaux,T1,PART4,B1
利用する,りようする,utiliser,T1,PART4,B1
プロフィール,プロフィール,profil,T1,PART4,B1
注目する,ちゅうもくする,prêter attention à,T1,PART4,B1
職業,しょくぎょう,profession,T1,PART4,B1
おすすめユーザー,おすすめユーザー,utilisateurs recommandés,T1,PART4,B1
海外生活,かいがいせいかつ,vie à l'étranger,T1,PART4,B1
～年目,～ねんめ,"〜année (1ère année, 2e année, etc.)",T1,PART4,B1
主婦,しゅふ,femme au foyer,T1,PART4,B1
ロンドン,ロンドン,Londres,T1,PART4,B1
～在住,～ざいじゅう,résidant à〜,T1,PART4,B1
～歳,～さい,〜ans (âge),T1,PART4,B1
娘,むすめ,fille,T1,PART4,B1
ヨーロッパ,ヨーロッパ,Europe,T1,PART4,B1
日常,にちじょう,quotidien / quotidiennement,T1,PART4,B1
つぶやく,つぶやく,tweet,T1,PART4,B1
関心,かんしん,intérêt,T1,PART4,B1
日本語力,にほんごりょく,niveau de japonais,T1,PART4,B1
維持,いじ,maintien,T1,PART4,B1
最近,さいきん,ces derniers temps,T1,PART4,B1
お気に入り,おきにいり,préféré / ce que je préfère,T1,PART4,B1
ズンバ,ズンバ,Zumba,T1,PART4,B1
美術館めぐり,びじゅつかんめぐり,visiter des musées,T1,PART4,B1
知り合う,しりあう,faire la connaissance,T1,PART4,B1
某～,ぼう～,un(e) certain(e)〜,T1,PART4,B1
私立大学,しりつだいがく,université privée,T1,PART4,B1
働く,はたらく,travailler,T1,PART4,B1
教師,きょうし,enseignant,T1,PART4,B1
専門,せんもん,spécialité,T1,PART4,B1
音声教育,おんせいきょういく,enseignement de la prononciation,T1,PART4,B1
著書,ちょしょ,œuvre (livre),T1,PART4,B1
学ぶ,まなぶ,étudier,T1,PART4,B1
現在,げんざい,actuellement,T1,PART4,B1
ベトナム語,ベトナムご,vietnamien,T1,PART4,B1
学習中,がくしゅうちゅう,en train d'étudier,T1,PART4,B1
内容,ないよう,contenu,T1,PART4,B1
仕事,しごと,travail,T1,PART4,B1
～関係,～かんけい,lié à〜,T1,PART4,B1
～中心,～ちゅうしん,centré sur〜 / principalement,T1,PART4,B1
作曲家,さっきょくか,compositeur,T1,PART4,B1
ラフマニノフ,ラフマニノフ,Rachmaninov,T1,PART4,B1
将来,しょうらい,avenir,T1,PART4,B1
夢,ゆめ,rêve,T1,PART4,B1
島,しま,île,T1,PART4,B1
移住する,いじゅうする,migrer,T1,PART4,B1
のんびり,のんびり,au calme / sans stress,T1,PART4,B1
暮らす,くらす,vivre / habiter,T1,PART4,B1
温泉,おんせん,source d'eau chaude,T1,PART4,B1
日本酒,にほんしゅ,saké (vin de riz),T1,PART4,B1
声楽,せいがく,chant,T1,PART4,B1
旅,たび,voyage,T1,PART4,B1
愛する,あいする,aimer,T1,PART4,B1
サラリーマン,サラリーマン,employé d'entreprise,T1,PART4,B1
てんびん座,てんびんざ,balance (zodiaque),T1,PART4,B1
O型,オーがた,groupe sanguin O,T1,PART4,B1
ハマり中,ハマりちゅう,être passionné de / par,T1,PART4,B1
週末,しゅうまつ,week-end,T1,PART4,B1
地元,じもと,local,T1,PART4,B1
ボランティア教室,ボランティアきょうしつ,cours donnés bénévolement,T1,PART4,B1
交流する,こうりゅうする,avoir des échanges,T1,PART4,B1
楽しみ,たのしみ,se réjouir à l'avance de〜,T1,PART4,B1
飼う,かう,élever (un animal),T1,PART4,B1
映画,えいが,film,T1,PART4,B1
カナダ,カナダ,Canada,T1,PART4,B1
勉強する,べんきょうする,étudier,T1,PART4,B1
大学院生,だいがくいんせい,étudiant en master ou doctorat,T1,PART4,B1
シンガポール,シンガポール,Singapour,T1,PART4,B1
～出身,～しゅっしん,originaire de〜,T1,PART4,B1
トロント,トロント,Toronto,T1,PART4,B1
アカウント,アカウント,compte (informatique),T1,PART4,B1
大目に見る,おおめにみる,être indulgent,T1,PART4,B1
方,かた,(une) personne,T1,PART4,B1
世界,せかい,monde,T1,PART4,B1
情報交換する,じょうほうこうかんする,échanger des informations,T1,PART4,B1
自己紹介,じこしょうかい,présentation de soi-même,T1,PART4,B1
興味,きょうみ,intérêt,T1,PART4,B1
希望,きぼう,espoir / désir / souhait,T1,PART4,B1
抱負,ほうふ,projets / espoirs,T1,PART4,B1
テキスト,テキスト,texte,T1,PART4,B1
マスターする,マスターする,maîtriser,T1,PART4,B1
交流,こうりゅう,échanges (ici : entre les pays),T1,PART4,B1
役立つ,やくだつ,utile,T1,PART4,B1
留学する,りゅうがくする,étudier à l'étranger,T1,PART4,B1
ファッション,ファッション,mode,T1,PART4,B1
～に関する,～にかんする,concernant〜,T1,PART4,B1
プロフィール,プロフィール,profil,T1,PART5,B1
SNS,エスエヌエス,réseaux sociaux,T1,PART5,B1
自己紹介,じこしょうかい,présentation de soi-même,T1,PART5,B1
欄,らん,rubrique,T1,PART5,B1
職業,しょくぎょう,profession,T1,PART5,B1
興味,きょうみ,intérêt,T1,PART5,B1
希望,きぼう,espoir / désir / souhait,T1,PART5,B1
抱負,ほうふ,projets / espoirs,T1,PART5,B1
本名,ほんみょう,vrai nom,T1,PART5,B1
入力する,にゅうりょくする,entrer (des données),T1,PART5,B1
検索する,けんさくする,faire une recherche,T1,PART5,B1
のせる,のせる,indiquer (sur internet),T1,PART5,B1
ホームページ,ホームページ,site Internet,T1,PART5,B1
ブログ,ブログ,blog,T1,PART5,B1
アドレス,アドレス,adresse électronique / URL,T1,PART5,B1
～以内,～いない,au maximum〜 (après un nombre),T1,PART5,B1
平和,へいわ,paix,T1,教室の外へ,B1
プロフィール,プロフィール,profil,T1,教室の外へ,B1
Twitter,ツイッター,Twitter,T1,教室の外へ,B1
興味,きょうみ,intérêt,T1,教室の外へ,B1
フォローする,フォローする,être un follower,T1,教室の外へ,B1
血液型,けつえきがた,groupe sanguin,T1,教室の外へ,B1
星座,せいざ,signe astrologique,T1,教室の外へ,B1
性格,せいかく,personnalité,T1,教室の外へ,B1
自己紹介,じこしょうかい,présentation de soi-même,T1,教室の外へ,B1
関係する,かんけいする,être lié / connecté à,T1,教室の外へ,B1
実際に,じっさいに,réellement,T1,教室の外へ,B1
交流する,こうりゅうする,avoir des échanges,T1,教室の外へ,B1
サークル,サークル,club / groupe,T1,教室の外へ,B1
話しかける,はなしかける,s'adresser à,T1,教室の外へ,B1
おすすめ,おすすめ,recommandation,T2,準備,B1
外食,がいしょく,repas à l'extérieur,T2,準備,B1
グルメ・レストランサイト,グルメ・レストランサイト,site présentant des restaurants,T2,準備,B1
北浦和,きたうらわ,Kita-Urawa,T2,準備,B1
居酒屋,いざかや,bistrot japonais,T2,準備,B1
和食,わしょく,cuisine japonaise,T2,準備,B1
食べ放題,たべほうだい,manger à volonté,T2,準備,B1
ドリンク,ドリンク,boisson,T2,準備,B1
ほっとする,ほっとする,rassurant,T2,準備,B1
味,あじ,goût,T2,準備,B1
家庭的な,かていてきな,familial,T2,準備,B1
雰囲気,ふんいき,ambiance,T2,準備,B1
～にやさしい,～にやさしい,gentil envers～,T2,準備,B1
サービス,サービス,service,T2,準備,B1
値段,ねだん,prix,T2,準備,B1
イタリアン,イタリアン,italien,T2,準備,B1
バル・アンド・ダイニング,バル・アンド・ダイニング,bar-restaurant,T2,準備,B1
夜景,やけい,vue nocturne,T2,準備,B1
ロマンチックな,ロマンチックな,romantique,T2,準備,B1
料亭,りょうてい,restaurant gastronomique japonais,T2,準備,B1
本格和食,ほんかくわしょく,cuisine japonaise authentique,T2,準備,B1
選びぬかれた,えらびぬかれた,sélectionné(e) avec soin,T2,準備,B1
素材,そざい,ingrédient(s),T2,準備,B1
最高,さいこう,le (la) meilleur(e),T2,準備,B1
おもてなし,おもてなし,hospitalité / accueil,T2,準備,B1
アジアン,アジアン,asiatique,T2,準備,B1
エスニック料理,エスニックりょうり,cuisine du monde,T2,準備,B1
南国ムード,なんごくムード,ambiance tropicale,T2,準備,B1
あふれる,あふれる,déborder de,T2,準備,B1
室内,しつない,intérieur,T2,準備,B1
スパイスのきいた,スパイスのきいた,épicé(e),T2,準備,B1
一品,いっぴん,un plat,T2,準備,B1
どちらかというと,どちらかというと,si je devais choisir…,T2,準備,B1
刺身,さしみ,sashimi,T2,準備,B1
うまい,うまい,délicieux(-se),T2,準備,B1
ハンバーガー,ハンバーガー,hamburger,T2,準備,B1
ピザ,ピザ,pizza,T2,準備,B1
餃子,ぎょうざ,ravioli chinois,T2,準備,B1
ラーメン,ラーメン,râmen,T2,準備,B1
体にいい,からだにいい,bon pour la santé,T2,準備,B1
なんといっても,なんといっても,au bout du compte,T2,準備,B1
食欲がわく,しょくよくがわく,ça aiguise l'appétit,T2,準備,B1
ワイン,ワイン,vin,T2,準備,B1
イタリア料理,イタリアりょうり,cuisine italienne,T2,準備,B1
見た目,みため,apparence,T2,準備,B1
新鮮な,しんせんな,frais (fraîche),T2,準備,B1
ボリュームがある,ボリュームがある,copieux(-se),T2,準備,B1
方法,ほうほう,manière,T2,準備,B1
動詞,どうし,verbe,T2,準備,B1
ゆでる,ゆでる,faire bouillir,T2,準備,B1
揚げる,あげる,faire frire,T2,準備,B1
蒸す,むす,étuver / cuire à la vapeur,T2,準備,B1
煮る,にる,faire mijoter,T2,準備,B1
炒める,いためる,faire sauter,T2,準備,B1
生,なま,cru,T2,準備,B1
かける,かける,"mettre sur (du riz, etc.)",T2,準備,B1
卵かけごはん,たまごかけごはん,œuf sur du riz,T2,準備,B1
揚げ卵,あげたまご,œuf frit,T2,準備,B1
ゆで卵,ゆでたまご,œuf dur,T2,準備,B1
卵焼き,たまごやき,omelette à la japonaise,T2,準備,B1
茶碗蒸し,ちゃわんむし,chawanmushi,T2,準備,B1
卵炒め,たまごいため,œufs brouillés,T2,準備,B1
目玉焼き,めだまやき,œuf au plat,T2,準備,B1
煮卵,にたまご,œuf dur mijoté,T2,準備,B1
うまい,うまい,délicieux(-se),T2,PART1,B1
天ぷら,てんぷら,tenpura,T2,PART1,B1
ラーメン,ラーメン,râmen,T2,PART1,B1
すき焼き,すきやき,sukiyaki,T2,PART1,B1
刺身,さしみ,sashimi,T2,PART1,B1
パン,パン,pain,T2,PART1,B1
巻き寿司,まきずし,maki (sushi),T2,PART1,B1
（お）団子,おだんご,boulette de pâte de riz,T2,PART1,B1
卵焼き,たまごやき,omelette à la japonaise,T2,PART1,B1
値段,ねだん,prix,T2,PART1,B1
負けない,まけない,ne rien avoir à envier,T2,PART1,B1
フワフワ,フワフワ,moelleux(-se),T2,PART1,B1
だし,だし,bouillon,T2,PART1,B1
新鮮な,しんせんな,frais (fraîche),T2,PART1,B1
特徴,とくちょう,particularité,T2,PART1,B1
料理人,りょうりにん,cuisinier,T2,PART1,B1
サービス,サービス,service,T2,PART1,B1
バイキング方式,バイキングほうしき,buffet à volonté,T2,PART1,B1
鶏,とり,poulet,T2,PART1,B1
本物,ほんもの,authentique,T2,PART1,B1
丁寧な,ていねいな,(un service) aux petits soins,T2,PART1,B1
ただ,ただ,mais,T2,PART1,B1
一度に,いちどに,en une fois,T2,PART1,B1
とにかく,とにかく,en tout cas,T2,PART1,B1
レベル,レベル,niveau,T2,PART1,B1
スープ,スープ,bouillon (dans lequel sont les nouilles),T2,PART1,B1
混んでいる,こんでいる,plein / complet,T2,PART1,B1
穴場,あなば,une bonne adresse,T2,PART1,B1
和菓子,わがし,pâtisserie japonaise,T2,PART1,B1
スペース,スペース,espace / coin,T2,PART1,B1
お茶する,おちゃする,prendre un thé,T2,PART1,B1
よっぽど,よっぽど,plutôt,T2,PART1,B1
和服,わふく,vêtement traditionnel japonais,T2,PART1,B1
ビュッフェ,ビュッフェ,buffet,T2,PART1,B1
食べ放題,たべほうだい,buffet à volonté,T2,PART1,B1
～感じだ,～かんじだ,impression de～,T2,PART1,B1
オムレツ,オムレツ,omelette,T2,PART1,B1
チキンカツ,チキンカツ,filet de poulet pané,T2,PART1,B1
アボカド,アボカド,avocat,T2,PART1,B1
はやっている,はやっている,à la mode,T2,PART1,B1
行列,ぎょうれつ,file d'attente,T2,PART1,B1
欠点,けってん,défaut,T2,PART1,B1
意外に,いがいに,étonnamment,T2,PART1,B1
日本風,にほんふう,à la japonaise,T2,PART1,B1
高め,たかめ,partie haute de la fourchette (de prix),T2,PART1,B1
あんパン,あんパン,pain fourré à l'anko,T2,PART1,B1
メロンパン,メロンパン,pain brioché à croûte biscuitée,T2,PART1,B1
焼きそばパン,やきそばパン,sandwich aux nouilles sautées,T2,PART1,B1
バラエティ,バラエティ,variété,T2,PART1,B1
お好み焼き粉,おこのみやきこ,farine pour okonomiyaki,T2,PART2,B1
知り合い,しりあい,connaissance,T2,PART2,B1
バンコク,バンコク,Bangkok,T2,PART2,B1
日系スーパー,にっけいスーパー,supermarché japonais,T2,PART2,B1
材料,ざいりょう,ingrédient(s),T2,PART2,B1
タイ,タイ,Thaïlande,T2,PART2,B1
日本文化センター,にほんぶんかセンター,Centre culturel japonais,T2,PART2,B1
主婦,しゅふ,femme au foyer,T2,PART2,B1
～在住,～ざいじゅう,habitant de～,T2,PART2,B1
おしゃべりサロン,おしゃべりサロン,réunion pour discuter,T2,PART2,B1
知り合う,しりあう,faire connaissance,T2,PART2,B1
しょうがない,しょうがない,tant pis,T2,PART2,B1
小麦粉,こむぎこ,farine de blé,T2,PART2,B1
粉末だし,ふんまつだし,poudre de bouillon,T2,PART2,B1
混ぜる,まぜる,mélanger,T2,PART2,B1
だし,だし,bouillon,T2,PART2,B1
茶色い,ちゃいろい,brun,T2,PART2,B1
かつおぶし,かつおぶし,bonite séchée,T2,PART2,B1
ソース,ソース,sauce,T2,PART2,B1
とんかつソース,とんかつソース,sauce barbecue à la japonaise,T2,PART2,B1
中濃ソース,ちゅうのうソース,sauce semi-épaisse,T2,PART2,B1
オタフクソース,オタフクソース,sauce Otafuku,T2,PART2,B1
～専用,～せんよう,à l'usage de～,T2,PART2,B1
キャベツ,キャベツ,chou,T2,PART2,B1
具,ぐ,ingrédient,T2,PART2,B1
貝,かい,coquillage,T2,PART2,B1
市場,いちば,marché,T2,PART2,B1
新鮮な,しんせんな,frais (fraîche),T2,PART2,B1
パクチー,パクチー,coriandre,T2,PART2,B1
チリソース,チリソース,sauce pimentée,T2,PART2,B1
ラーメン,ラーメン,râmen,T2,PART2,B1
日本製,にほんせい,fabriqué au Japon,T2,PART2,B1
袋,ふくろ,sac,T2,PART2,B1
無理な,むりな,impossible,T2,PART2,B1
ホットプレート,ホットプレート,plaque chauffante / plancha,T2,PART2,B1
コンセント,コンセント,prise électrique,T2,PART2,B1
つなぐ,つなぐ,connecter,T2,PART2,B1
ダイヤル,ダイヤル,molette,T2,PART2,B1
中,ちゅう,moyen,T2,PART2,B1
合わせる,あわせる,s'accorder,T2,PART2,B1
裏返す,うらがえす,retourner,T2,PART2,B1
ゴミ箱,ゴミばこ,poubelle,T2,PART2,B1
ねばねばした,ねばねばした,gluant(e),T2,PART2,B1
くさい,くさい,malodorant(e),T2,PART2,B1
なっとう,なっとう,nattô,T2,PART2,B1
四角い,しかくい,carré(e),T2,PART2,B1
豆腐,とうふ,tôfu,T2,PART2,B1
のり,のり,algue nori,T2,PART2,B1
わさび,わさび,wasabi,T2,PART2,B1
おにぎり,おにぎり,onigiri (boule de riz),T2,PART2,B1
相談する,そうだんする,demander conseil,T2,PART2,B1
必要な,ひつような,nécessaire,T2,PART2,B1
すすめる,すすめる,recommander,T2,PART3,B1
出張,しゅっちょう,voyage d'affaires,T2,PART3,B1
キルギス,キルギス,Kirghizistan,T2,PART3,B1
迎える,むかえる,accueillir,T2,PART3,B1
キルギス料理,キルギスりょうり,cuisine kirghize,T2,PART3,B1
口に合う,くちにあう,être à [son] goût,T2,PART3,B1
ラグマン,ラグマン,nouilles étirées à la main,T2,PART3,B1
見た目,みため,apparence,T2,PART3,B1
方法,ほうほう,manière,T2,PART3,B1
小麦粉,こむぎこ,farine de blé,T2,PART3,B1
麺,めん,nouilles,T2,PART3,B1
うどん,うどん,nouilles épaisses udon,T2,PART3,B1
のせる,のせる,mettre sur / poser sur,T2,PART3,B1
パセリ,パセリ,persil,T2,PART3,B1
たれ,たれ,sauce,T2,PART3,B1
つける,つける,verser sur,T2,PART3,B1
皮,かわ,peau,T2,PART3,B1
